1431785164.556000, /muse/acc, 54.687584, 992.189, 152.344
1431785167.221000, /muse/elements/experimental/concentration, 0.5343522
1431785167.221000, /muse/elements/experimental/mellow, 0.32155648
1431785167.221000, /muse/elements/raw_fft0, 3.3247757, 7.39613, 5.7511992, 4.082733, 4.7709427, 6.4000134, 1.444337, 3.688465, -0.6313013, -1.1239321, -0.14492878, -4.771498, -8.3280525, -2.3237858, -4.132869, -3.3803592, -6.60802, -9.267144, -6.5141854, -3.8241725, -6.2573757, -13.56985, -11.674593, -9.372322, -11.584651, -14.476648, -10.648373, -8.408362, -4.372122, -3.70375, -0.80197996, -7.752954, -2.6812134, -0.445769, -4.9938188, -8.56549, -5.3871875, -3.813117, -7.5964727, -3.8852062, -6.4424634, -4.380788, -3.1756744, -6.5837455, -7.682512, -5.631095, -6.046402, -10.943991, -9.470897, -9.217064, -7.8199315, -9.708477, -14.189761, -10.47447, -7.907352, -15.565812, -18.315853, -22.344225, -27.502802, -24.209846, -17.225018, -14.487623, -11.483736, -9.964586, -9.915721, -12.826862, -12.062194, -14.93401, -11.269453, -9.331883, -9.160269, -11.394327, -6.8399763, -5.4882135, -5.122147, -5.0240192, -4.8398604, -5.5166154, -4.1616735, -9.8730545, -10.619747, -10.008713, -7.550785, -9.4845915, -8.614871, -7.933276, -9.756658, -10.878925, -6.6336765, -6.430185, -5.7405562, -14.703979, -14.598929, -11.027185, -7.9064646, -10.072539, -11.298168, -15.360247, -8.893737, -7.7527795, -5.998412, -5.0249243, -8.566923, -12.133525, -17.31604, -12.23696, -8.4676695, -9.270578, -9.816801, -9.340275, -4.465432, -6.0000463, -10.016271, -6.8953114, -10.320172, -15.176695, -8.676195, -8.71851, -10.263229, -10.398306, -12.492052, -13.8550005, -15.023947, -15.473853, -18.81704, -17.225685, -19.25656, -10.484843, -10.65026
1431785167.221000, /muse/elements/raw_fft1, -3.1232095, 1.1284504, -1.269422, -3.3960228, -7.082094, -5.3959236, -7.8309717, -5.4094687, -5.3382306, -5.7488246, -5.540009, -7.421569, -12.8613615, -13.123019, -13.648192, -11.195288, -10.920772, -11.963043, -12.897377, -15.103103, -17.277033, -16.195686, -15.268307, -15.430386, -14.879245, -11.181306, -13.731825, -16.544506, -18.915134, -14.877508, -12.8674345, -18.562544, -20.776922, -19.042313, -17.687803, -19.644585, -17.539198, -14.139403, -16.777765, -20.09165, -17.796862, -21.023363, -23.42088, -21.145033, -20.539978, -22.78105, -20.99095, -30.72911, -24.578522, -19.978596, -21.439327, -26.297438, -23.227337, -21.316307, -21.648148, -27.640297, -29.420862, -31.320822, -28.791275, -29.017008, -29.485254, -27.33432, -19.53446, -21.146524, -25.087471, -20.522074, -17.872484, -19.384556, -20.731258, -18.966152, -18.808414, -17.723501, -18.974247, -25.543083, -21.140282, -21.611345, -21.778675, -24.987535, -30.784412, -22.741598, -20.598665, -21.251368, -20.55458, -24.181082, -22.547167, -21.984749, -26.416008, -29.661943, -23.457829, -20.838833, -21.45641, -23.736319, -18.351011, -16.210672, -20.120867, -24.698193, -18.36387, -17.388027, -22.562513, -27.174446, -27.585041, -25.249966, -24.300652, -28.384089, -24.628128, -24.21075, -22.275148, -21.703566, -25.74398, -28.173477, -24.134214, -20.322866, -23.986713, -23.30025, -26.874928, -26.801157, -18.990736, -21.806244, -27.353922, -30.41708, -32.163914, -25.464886, -24.451534, -23.942966, -24.778221, -33.633976, -38.92711, -29.674408, -26.945137
1431785167.222000, /muse/elements/raw_fft2, -7.56526, -3.0552855, -4.02447, -2.464503, -4.149399, -6.530855, -4.1438575, -4.299739, -4.5890946, -6.0538197, -4.3776517, -3.9695988, -6.600066, -13.338473, -9.643715, -5.3386674, -5.605296, -8.251343, -8.179754, -12.449809, -10.893229, -12.338586, -11.78454, -14.924244, -9.329135, -12.016719, -11.697061, -8.766364, -8.152198, -11.715505, -11.259111, -6.1785927, -3.2537293, -8.06406, -10.501148, -13.268842, -11.885312, -11.610411, -9.598054, -10.940759, -19.25803, -14.012355, -4.855295, -7.224315, -8.237743, -12.661876, -10.322632, -9.976974, -9.041706, -10.783832, -6.9828005, -11.583179, -11.503588, -9.450661, -10.807315, -20.519665, -21.600157, -22.471758, -26.274607, -30.859457, -26.967775, -17.782927, -17.255735, -20.366072, -20.980194, -15.77574, -17.486368, -11.423397, -9.529065, -8.162705, -10.853056, -16.19793, -12.580314, -14.423556, -8.376904, -12.944382, -16.259914, -10.668149, -15.072265, -10.483546, -9.900873, -17.457062, -23.389122, -21.129057, -10.188618, -9.139984, -16.009912, -17.391544, -15.247922, -13.869632, -9.277014, -10.472214, -11.322666, -14.146109, -15.754068, -12.2521, -13.413554, -19.16289, -18.79798, -16.09527, -9.159431, -8.355996, -15.636283, -14.357647, -16.55473, -17.777954, -13.070623, -10.861619, -13.575951, -20.415462, -15.88798, -16.711222, -17.839937, -15.573603, -17.52835, -16.163929, -6.7615657, -7.2645807, -16.423876, -16.176027, -17.152378, -16.99645, -14.905661, -17.209766, -16.227911, -18.763212, -20.701426, -26.685587, -33.00367
1431785167.222000, /muse/elements/raw_fft3, 3.388792, 7.5136356, 5.5332623, 4.788143, 4.257858, 5.210802, 1.0827997, 2.6433651, -2.4507308, -3.1627228, -1.0557945, -0.6082298, -4.988925, -4.3799577, -3.0691037, -3.076695, -3.872321, -7.6941023, -6.880937, -7.619007, -8.800621, -6.8552856, -9.754952, -13.032263, -10.12469, -11.702633, -11.032677, -4.4790406, -6.918423, -8.448308, -2.805814, -3.803889, -5.1208944, -2.781422, -7.9086723, -6.9615026, -4.6190915, -5.9212694, -6.0548215, -2.5728397, -3.5200505, -5.0200014, -7.494378, -5.5857973, -8.376888, -8.880159, -11.604645, -10.724667, -4.0528092, -5.617663, -9.201775, -8.921966, -14.187007, -10.008696, -10.173396, -10.288427, -11.129028, -16.914444, -19.439129, -27.966269, -24.48463, -17.14689, -13.426497, -11.890195, -9.259333, -10.319235, -9.745674, -9.565201, -9.617795, -10.745105, -5.6358094, -6.2806754, -7.6626987, -7.7673535, -4.0875325, -4.9845204, -9.247953, -5.784288, -8.121068, -13.652659, -15.818642, -11.924525, -13.067521, -5.690227, -4.10181, -9.543105, -19.450796, -15.4921875, -20.13728, -8.791668, -5.4506164, -11.5103, -13.907035, -11.422392, -10.341832, -11.116933, -8.061968, -8.614877, -13.667024, -8.1712475, -12.495055, -14.203703, -14.589202, -14.4633665, -7.714281, -10.362249, -11.514995, -12.48227, -11.321917, -10.397071, -14.207747, -12.863286, -13.566249, -16.303137, -17.25258, -11.695581, -0.61886567, -4.0293813, -12.022624, -10.985459, -10.412426, -14.531023, -21.439896, -16.531567, -16.531755, -17.763979, -18.49237, -14.929032, -18.650436
1431785167.222000, /muse/elements/low_freqs_absolute, 0.9978874, 0.5030287, 0.60065037, 0.9600961
1431785167.222000, /muse/elements/alpha_absolute, 0.60843575, 0.11081744, 0.5406359, 0.7443476
1431785167.222000, /muse/elements/beta_absolute, 0.8064245, -0.12470373, 0.41900733, 0.6118764
1431785167.222000, /muse/elements/delta_absolute, 0.75955015, 0.27242944, 0.29804194, 0.8015898
1431785167.222000, /muse/elements/gamma_absolute, 0.6206071, -0.684551, 0.23050459, 0.6534932
1431785167.222000, /muse/elements/theta_absolute, 0.62356263, 0.11789248, 0.30119315, 0.44551298
1431785167.222000, /muse/elements/alpha_session_score, 0.8717949, 0.59375, 0.76666665, 1.0
1431785167.222000, /muse/elements/beta_session_score, 0.7222222, 0.55, 1.0, 0.22222222
1431785167.222000, /muse/elements/delta_session_score, 0.8730159, 0.31111112, 0.0, 0.9032258
1431785167.222000, /muse/elements/gamma_session_score, 0.7692308, 0.4074074, 0.85, 0.74285716
1431785167.222000, /muse/elements/theta_session_score, 0.98039216, 0.41463414, 0.17142858, 0.5277778
1431785167.222000, /muse/eeg, 881.709472656, 815.91027832, 835.650024414, 863.614685059
1431785167.222000, /muse/eeg, 875.129516602, 815.91027832, 837.29498291, 866.904663086
1431785167.224000, /muse/eeg, 876.774536133, 817.555236816, 848.809875488, 863.614685059
1431785167.224000, /muse/eeg, 871.839599609, 819.200195312, 837.29498291, 866.904663086
1431785167.224000, /muse/eeg, 881.709472656, 819.200195312, 837.29498291, 881.709472656
1431785167.224000, /muse/eeg, 893.224304199, 820.845214844, 840.584960938, 875.129516602
1431785167.224000, /muse/eeg, 873.484558105, 819.200195312, 840.584960938, 871.839599609
1431785167.224000, /muse/eeg, 884.999450684, 820.845214844, 855.389770508, 866.904663086
1431785167.224000, /muse/eeg, 880.064453125, 820.845214844, 850.454833984, 865.259643555
1431785167.224000, /muse/eeg, 861.969726562, 817.555236816, 861.969726562, 845.519897461
1431785167.224000, /muse/eeg, 866.904663086, 817.555236816, 855.389770508, 855.389770508
1431785167.225000, /muse/acc, 50.7813301086, 996.095336914, 152.343994141
1431785167.237000, /muse/acc, 46.8750724792, 996.095336914, 152.343994141
1431785167.255000, /muse/acc, 50.7813301086, 996.095336914, 152.343994141
1431785167.255000, /muse/drlref, 1648387.125, 1651612.875
1431785167.260000, /muse/config, '{"drlref_conversion_factor": 3225.806396484375, "acc_sample_frequency_hz": 50, "battery_percent_remaining": 83, "eeg_downsample": 16, "notch_frequency_hz": 50, "eeg_locations": [45, 2, 4, 55], "eeg_units": 2, "eeg_output_frequency_hz": 220, "eeg_conversion_factor": 1.6449803113937378, "eeg_channel_layout": "TP9 FP1 FP2 TP10 ", "acc_data_enabled": true, "eeg_sample_frequency_hz": 3520, "mac_addr": "0006666C1E7D", "preset": "14", "drlref_sample_frequency_hz": 10, "serial_number": "1150-QMN8-1E7D", "filters_enabled": true, "battery_millivolts": 3975, "acc_units": 2, "battery_data_enabled": true, "afe_gain": 1961.0, "compression_enabled": true, "eeg_channel_count": 4, "error_data_enabled": true, "acc_conversion_factor": 3.9062561988830566, "eeg_samples_bitwidth": 10, "drlref_data_enabled": true}'
1431785167.260000, /muse/version, '{"build_number": "45", "firmware_type": "Research", "hardware_version": "15.0.0", "firmware_headset_version": "", "protocol_version": "2", "firmware_bootloader_version": "7.6.0"}'
1431785167.284000, /muse/acc, 46.8750724792, 996.095336914, 152.343994141
1431785167.284000, /muse/eeg, 870.194580078, 814.265258789, 850.454833984, 873.484558105
1431785167.284000, /muse/eeg/quantization, 1, 1, 1, 1
1431785167.284000, /muse/eeg, 886.64440918, 817.555236816, 847.164855957, 853.744812012
1431785167.284000, /muse/eeg, 876.774536133, 817.555236816, 845.519897461, 863.614685059
1431785167.284000, /muse/eeg, 853.744812012, 817.555236816, 855.389770508, 860.324707031
1431785167.284000, /muse/eeg, 876.774536133, 817.555236816, 850.454833984, 858.679748535
1431785167.284000, /muse/eeg, 858.679748535, 815.91027832, 853.744812012, 861.969726562
1431785167.284000, /muse/eeg, 861.969726562, 820.845214844, 857.034729004, 868.549621582
1431785167.284000, /muse/eeg, 893.224304199, 820.845214844, 852.09979248, 861.969726562
1431785167.284000, /muse/eeg, 901.44921875, 822.49017334, 858.679748535, 857.034729004
1431785167.284000, /muse/eeg, 883.354431152, 824.135131836, 858.679748535, 871.839599609
1431785167.284000, /muse/eeg, 865.259643555, 819.200195312, 850.454833984, 873.484558105
1431785167.284000, /muse/elements/alpha_relative, 0.16684544, 0.22138982, 0.28119853, 0.24083316
1431785167.284000, /muse/elements/beta_relative, 0.25537786, 0.13191324, 0.23498094, 0.18037719
1431785167.284000, /muse/elements/delta_relative, 0.21898367, 0.36385125, 0.16232626, 0.25723162
1431785167.284000, /muse/elements/gamma_relative, 0.17735869, 0.036608852, 0.1545949, 0.19498022
1431785167.284000, /muse/elements/theta_relative, 0.18143436, 0.24623683, 0.16689937, 0.12657781
1431785167.284000, /muse/elements/horseshoe, 1.0, 1.0, 1.0, 1.0
1431785167.284000, /muse/elements/is_good, 1, 1, 1, 1
1431785167.284000, /muse/elements/blink, 0
1431785167.284000, /muse/elements/jaw_clench, 0
1431785167.285000, /muse/elements/touching_forehead, 1
1431785167.285000, /muse/elements/experimental/concentration, 0.5471922
1431785167.285000, /muse/elements/experimental/mellow, 0.33718598
1431785167.285000, /muse/elements/raw_fft0, 5.6786284, 9.509768, 8.861347, 7.9067197, 8.410302, 8.944453, 3.8180282, 5.4262834, 1.7169101, 0.84316283, 1.0230268, -3.0650487, -6.308247, -1.5232255, -3.843569, -3.4836318, -7.33536, -8.652219, -6.497579, -3.968307, -5.94354, -13.490464, -11.739093, -9.781588, -12.527724, -13.897363, -10.289481, -8.759554, -4.610133, -4.0816064, -1.1974607, -8.270379, -3.189137, -0.43506026, -4.78161, -8.311932, -4.609183, -3.1929018, -8.310275, -4.180397, -6.3112073, -4.7736616, -3.6864536, -7.992094, -7.944841, -6.0829043, -7.5669208, -11.227867, -9.14259, -9.139107, -7.645086, -9.664419, -15.064351, -10.316734, -8.3194685, -15.300099, -18.243425, -21.987146, -27.342072, -24.126787, -17.330084, -14.474034, -12.797512, -10.503036, -9.670693, -12.2637615, -11.1962, -13.91247, -10.7890415, -9.150591, -8.918227, -10.518136, -7.1570363, -5.2082434, -4.2652473, -5.64968, -4.7842264, -5.514664, -4.4172535, -9.430765, -10.057325, -9.547144, -7.3553696, -9.096785, -8.437624, -8.426201, -9.475919, -10.777807, -7.3938317, -6.6339483, -5.4071527, -14.950987, -13.707113, -9.387103, -7.321183, -9.538574, -11.5584135, -15.047936, -9.424727, -8.077956, -5.967097, -5.7881355, -8.470089, -11.970773, -17.28537, -12.504591, -8.913581, -9.586171, -10.381316, -10.133702, -4.8539476, -6.5480967, -9.404288, -6.7548385, -10.122824, -16.638655, -9.348068, -8.523193, -10.538736, -10.047615, -11.945976, -14.427395, -14.771045, -15.52551, -18.229929, -17.5728, -19.217123, -10.705475, -11.283367
1431785167.285000, /muse/elements/raw_fft1, -2.89881, 1.5188917, -1.0267043, -1.6445702, -6.5148168, -5.275738, -6.958195, -4.520741, -4.880172, -5.561474, -5.808416, -7.6712627, -12.992766, -12.70828, -13.40421, -11.421375, -11.356195, -12.498511, -13.286325, -14.391268, -17.756525, -16.932562, -14.769789, -16.11743, -14.596584, -11.344443, -14.051933, -16.40145, -17.75773, -14.993038, -13.172983, -18.513065, -20.676384, -18.88108, -17.417814, -19.81587, -17.644281, -13.901313, -17.156054, -19.450098, -17.01807, -20.552881, -22.83207, -22.38445, -20.646116, -21.259663, -20.367376, -27.162111, -24.33448, -19.772818, -21.04551, -27.354265, -23.190168, -20.734728, -21.294365, -27.725056, -29.677837, -31.279669, -28.275103, -28.739595, -30.423817, -27.191996, -19.286148, -20.469215, -24.412294, -20.343868, -17.696398, -19.465204, -21.429123, -18.37278, -18.055275, -17.657125, -18.151373, -25.560402, -21.780802, -22.54667, -21.351925, -23.625738, -28.081625, -21.67189, -19.89125, -20.427134, -19.620363, -23.585636, -21.64453, -21.617432, -28.18611, -28.932266, -22.507902, -20.873077, -21.812387, -24.003378, -17.58111, -16.174852, -19.774137, -24.108576, -18.382582, -17.514591, -22.51129, -25.720383, -29.319445, -26.66968, -24.100552, -28.44695, -24.98576, -24.534063, -22.084911, -21.629759, -24.988161, -27.075497, -24.078257, -20.678558, -25.232069, -24.260262, -26.743933, -27.611668, -19.308386, -21.520275, -27.441463, -31.68106, -31.300306, -25.809933, -25.025364, -24.262945, -25.102173, -33.543877, -39.974846, -30.088253, -27.32546
1431785167.285000, /muse/elements/raw_fft2, -6.9557853, -2.2764893, -3.2398202, -2.6291733, -4.1630244, -6.5741014, -3.3671703, -3.8123174, -4.7642894, -6.0801167, -4.4283, -3.2441378, -6.02448, -13.683179, -9.411188, -5.588498, -5.7263565, -8.29436, -8.957927, -12.343906, -11.965263, -11.488315, -12.369464, -14.804961, -9.052885, -12.714421, -11.693459, -9.71898, -8.669122, -12.425008, -12.202937, -6.679906, -3.839733, -7.9953613, -9.265997, -13.046944, -10.996714, -10.992184, -9.577215, -10.929279, -18.02037, -14.8248205, -5.475523, -7.0542393, -7.3363514, -10.989687, -10.661665, -9.813096, -8.665749, -10.726416, -7.249993, -10.815123, -11.2532425, -9.7928505, -10.772827, -20.198368, -21.529644, -22.803852, -27.133453, -31.037745, -25.825373, -16.656864, -16.309563, -21.063364, -19.89647, -14.693335, -16.467594, -11.780699, -9.947983, -8.131704, -11.029545, -16.328924, -12.836357, -14.573125, -7.7248926, -12.220327, -16.276806, -10.838563, -13.340734, -9.468857, -9.1076145, -15.411884, -23.314987, -21.289276, -10.130401, -9.290623, -16.477146, -17.61573, -14.104352, -14.938818, -10.181949, -10.667815, -11.284573, -13.777039, -15.57228, -11.371362, -11.710292, -19.067596, -19.447567, -15.929948, -9.92065, -8.6352005, -15.147078, -14.8985815, -16.761656, -17.024464, -12.356269, -10.831437, -13.616552, -19.615345, -15.496393, -15.165202, -17.334484, -15.463111, -17.043634, -16.851929, -6.3675604, -6.6938715, -16.192406, -16.3171, -17.06603, -17.678009, -15.688218, -17.785465, -15.393996, -19.021439, -21.318598, -25.789598, -32.333908
1431785167.286000, /muse/elements/raw_fft3, 5.761616, 9.477754, 8.506988, 8.702475, 8.4558525, 8.239962, 4.1676006, 4.9336867, 1.051837, 0.15206334, -0.19770463, -0.00089878787, -4.1630564, -3.5615396, -3.0420735, -2.75193, -4.1681466, -7.1640277, -7.2848644, -7.763504, -8.430595, -6.4159265, -9.383377, -13.344903, -10.040526, -12.76538, -10.595909, -4.2995253, -6.4894085, -8.13963, -3.339617, -4.0348864, -5.118272, -3.0245306, -8.4220915, -7.3496075, -4.964667, -5.5906773, -5.6899242, -2.6610856, -3.3959794, -5.044994, -8.385506, -5.6707845, -7.9658594, -9.546445, -12.443945, -12.013423, -4.8838534, -5.612905, -9.848017, -8.696716, -15.139618, -10.059049, -9.615169, -9.31093, -11.012369, -16.874252, -19.360315, -28.382168, -24.838692, -16.12245, -14.100593, -12.09498, -9.498588, -10.32095, -8.974169, -8.877367, -8.824228, -10.158474, -5.5084643, -6.5844183, -8.574607, -7.334276, -3.800666, -4.9202604, -8.608402, -5.6447635, -8.225199, -13.736708, -15.963903, -11.659041, -12.996157, -5.6473036, -3.6618059, -8.542776, -19.10398, -14.683386, -18.795637, -8.365764, -5.42045, -11.726013, -15.552335, -12.010356, -10.174625, -11.7328205, -8.593602, -9.470557, -13.693946, -7.6146, -12.69941, -13.687884, -14.038522, -14.5336275, -7.905752, -9.970878, -11.12009, -12.422858, -11.3951645, -10.500846, -13.877233, -12.050356, -13.12118, -15.467504, -17.199745, -12.238468, -0.78449774, -3.8721755, -11.860717, -10.902746, -10.267596, -14.380159, -21.032034, -16.57362, -16.089108, -17.288855, -18.203236, -14.666018, -17.514235
1431785167.286000, /muse/elements/low_freqs_absolute, 0.988635, 0.5383343, 0.5676952, 0.9467469
1431785167.286000, /muse/elements/alpha_absolute, 0.60843575, 0.09809937, 0.49921462, 0.7443476
1431785167.286000, /muse/elements/beta_absolute, 0.7933046, -0.12676987, 0.42123422, 0.61881286
1431785167.286000, /muse/elements/delta_absolute, 0.7265331, 0.3138656, 0.26059037, 0.7729556
1431785167.286000, /muse/elements/gamma_absolute, 0.6349739, -0.68347216, 0.23939672, 0.6526218
1431785167.286000, /muse/elements/theta_absolute, 0.64484096, 0.14429475, 0.27265626, 0.46498886
1431785167.286000, /muse/elements/alpha_session_score, 0.8717949, 0.5625, 0.62068963, 1.0
1431785167.286000, /muse/elements/beta_session_score, 0.6944444, 0.55, 1.0, 0.25925925
1431785167.286000, /muse/elements/delta_session_score, 0.8095238, 0.38636363, 0.0, 0.8548387
1431785167.286000, /muse/elements/gamma_session_score, 0.7948718, 0.44444445, 0.9, 0.74285716
1431785167.286000, /muse/elements/theta_session_score, 1.0, 0.46341464, 0.0882353, 0.5833333
1431785167.286000, /muse/eeg, 866.904663086, 817.555236816, 860.324707031, 858.679748535
1431785167.286000, /muse/eeg, 878.419494629, 820.845214844, 855.389770508, 865.259643555
1431785167.286000, /muse/eeg, 881.709472656, 820.845214844, 847.164855957, 863.614685059
1431785167.286000, /muse/eeg, 873.484558105, 822.49017334, 850.454833984, 857.034729004
1431785167.286000, /muse/eeg, 881.709472656, 824.135131836, 857.034729004, 866.904663086
1431785167.286000, /muse/eeg, 881.709472656, 819.200195312, 848.809875488, 853.744812012
1431785167.295000, /muse/acc, 50.7813301086, 996.095336914, 152.343994141
1431785167.318000, /muse/acc, 50.7813301086, 996.095336914, 156.250244141
1431785167.339000, /muse/acc, 50.7813301086, 996.095336914, 156.250244141
1431785167.361000, /muse/acc, 54.6875839233, 996.095336914, 156.250244141
1431785167.361000, /muse/eeg, 880.064453125, 817.555236816, 840.584960938, 868.549621582
1431785167.361000, /muse/eeg/quantization, 1, 1, 1, 1
1431785167.361000, /muse/eeg, 875.129516602, 819.200195312, 855.389770508, 863.614685059
1431785167.361000, /muse/eeg, 884.999450684, 815.91027832, 853.744812012, 866.904663086
1431785167.361000, /muse/eeg, 875.129516602, 815.91027832, 853.744812012, 863.614685059
1431785167.361000, /muse/eeg, 855.389770508, 812.620300293, 848.809875488, 863.614685059
1431785167.361000, /muse/eeg, 863.614685059, 815.91027832, 863.614685059, 843.874938965
1431785167.361000, /muse/eeg, 873.484558105, 817.555236816, 858.679748535, 843.874938965
1431785167.361000, /muse/eeg, 866.904663086, 815.91027832, 866.904663086, 858.679748535
1431785167.361000, /muse/eeg, 871.839599609, 822.49017334, 866.904663086, 858.679748535
1431785167.362000, /muse/eeg, 878.419494629, 822.49017334, 866.904663086, 861.969726562
1431785167.362000, /muse/eeg, 858.679748535, 820.845214844, 866.904663086, 845.519897461
1431785167.362000, /muse/eeg, 875.129516602, 822.49017334, 860.324707031, 866.904663086
1431785167.362000, /muse/eeg, 865.259643555, 824.135131836, 870.194580078, 848.809875488
1431785167.362000, /muse/eeg, 858.679748535, 820.845214844, 875.129516602, 852.09979248
1431785167.362000, /muse/eeg, 871.839599609, 820.845214844, 878.419494629, 848.809875488
1431785167.362000, /muse/eeg, 865.259643555, 820.845214844, 866.904663086, 850.454833984
1431785167.362000, /muse/elements/alpha_relative, 0.16764908, 0.20055264, 0.25909346, 0.24337234
1431785167.362000, /muse/elements/beta_relative, 0.24871072, 0.11652172, 0.24151677, 0.18727474
1431785167.362000, /muse/elements/delta_relative, 0.20816809, 0.4002217, 0.17080283, 0.23991852
1431785167.362000, /muse/elements/gamma_relative, 0.18229243, 0.034317464, 0.16472933, 0.19552556
1431785167.362000, /muse/elements/theta_relative, 0.19317968, 0.24838647, 0.1638576, 0.13390887
1431785167.362000, /muse/elements/horseshoe, 1.0, 1.0, 1.0, 1.0
1431785167.362000, /muse/elements/is_good, 1, 1, 1, 1
1431785167.362000, /muse/elements/blink, 0
1431785167.362000, /muse/elements/jaw_clench, 0
1431785167.362000, /muse/elements/touching_forehead, 1
1431785167.362000, /muse/elements/experimental/concentration, 0.56024635
1431785167.362000, /muse/elements/experimental/mellow, 0.35300702
1431785167.362000, /muse/elements/raw_fft0, 8.046798, 11.699878, 11.960695, 11.22765, 11.382877, 11.061543, 6.4923043, 7.168513, 4.1098485, 2.785397, 2.105578, -1.6139345, -4.280595, -0.7173977, -3.0956838, -3.6601934, -8.284488, -8.029728, -6.7719083, -4.214193, -5.75335, -13.051546, -11.524761, -9.915954, -13.453712, -13.629435, -9.956229, -8.885168, -4.86283, -4.451207, -1.7786925, -8.452934, -3.492455, -0.37769338, -4.859933, -8.131802, -4.0051003, -2.4739008, -8.315242, -4.574044, -6.197298, -5.4302354, -4.572052, -9.48225, -7.8352413, -6.7928567, -9.317616, -10.786274, -8.9593115, -9.394669, -7.154503, -9.138754, -15.223743, -10.273162, -8.849509, -14.873006, -18.290047, -21.737812, -26.922832, -24.038544, -17.556145, -14.502821, -14.076755, -10.833831, -9.562466, -11.915085, -10.771847, -13.148315, -10.5324335, -8.793583, -8.968857, -9.923425, -7.459368, -4.752134, -3.3048565, -5.941292, -4.817486, -5.4426427, -4.754016, -9.143672, -9.576496, -9.55504, -7.495183, -8.6311245, -8.2699375, -9.208661, -9.474206, -11.09909, -8.2867155, -6.5852246, -5.2604628, -15.014179, -12.741841, -7.824646, -6.9768395, -9.336519, -11.947203, -14.801507, -9.978222, -8.834692, -6.155115, -6.628327, -7.75267, -10.927347, -16.707842, -12.574109, -9.446387, -9.724493, -10.802469, -10.517642, -5.531038, -7.4023743, -8.91898, -6.7831597, -10.008087, -17.778267, -9.802674, -8.364301, -10.685933, -9.636256, -11.343298, -14.737591, -14.4025755, -15.719574, -17.513504, -17.76304, -19.36551, -11.063101, -11.963241
1431785167.362000, /muse/elements/raw_fft1, -2.6083422, 1.8802975, 0.17056417, 0.30317777, -5.4173374, -4.5318317, -5.3478985, -3.5718384, -4.3298616, -5.47827, -6.3251324, -8.102512, -12.910301, -12.198849, -12.880603, -11.8017435, -11.658865, -12.696863, -13.463085, -13.80287, -18.430294, -17.748411, -14.1451435, -16.14125, -14.022176, -11.541464, -14.374602, -16.403704, -17.008476, -15.312408, -13.585128, -18.667137, -20.50596, -18.291298, -16.934313, -20.253405, -17.738012, -13.599817, -17.18189, -18.43834, -16.18644, -19.52406, -21.87118, -22.530655, -19.992218, -20.000092, -19.423502, -24.231684, -24.067528, -19.648222, -20.712412, -27.441277, -23.096361, -20.477648, -21.13263, -27.882895, -30.029404, -30.75741, -27.99479, -28.593016, -31.684784, -27.071516, -19.20496, -20.054695, -24.326826, -20.281895, -17.611197, -19.63754, -22.4476, -17.96449, -17.462564, -17.59933, -17.5831, -24.534887, -22.180267, -22.918594, -20.38554, -22.201008, -25.846024, -20.83557, -19.566393, -19.93114, -18.929295, -22.94471, -20.880398, -21.240408, -29.461624, -28.079704, -21.781725, -20.917356, -22.294147, -24.275686, -16.947075, -16.12477, -19.30084, -22.93583, -18.48707, -17.783146, -22.597668, -24.421642, -30.36693, -27.596865, -23.836185, -28.417883, -25.043808, -24.854826, -21.983595, -21.635674, -24.517002, -26.047003, -23.959534, -20.785295, -25.381495, -24.81372, -26.830858, -27.836601, -19.695574, -21.296656, -27.649588, -32.5327, -30.647772, -26.152664, -25.962164, -25.007229, -25.540491, -33.194977, -40.118824, -30.696138, -27.99553
1431785167.363000, /muse/elements/raw_fft2, -7.043126, -2.051013, -1.7675328, -2.3273664, -3.9645982, -6.7131405, -2.7193696, -3.2043996, -4.903338, -5.87282, -4.6082788, -2.7621694, -5.5230184, -13.908886, -9.50133, -5.980824, -5.9820995, -8.615384, -9.967565, -11.77344, -12.961708, -10.651639, -12.800761, -13.7838, -8.552088, -13.2128315, -11.813882, -10.869151, -9.59741, -13.5080595, -12.881638, -7.0702105, -4.4224644, -7.4333777, -8.299593, -13.075367, -10.381046, -10.682763, -9.521833, -10.951222, -16.433737, -15.760605, -6.1020894, -6.6979523, -6.697875, -9.781568, -10.709773, -9.434377, -8.242504, -10.673515, -7.6666822, -10.158934, -11.030179, -10.386048, -10.989423, -20.049032, -21.481813, -23.160196, -27.957462, -30.768623, -24.715805, -15.894387, -15.288753, -20.306284, -18.95111, -13.752688, -15.570236, -12.12913, -10.892508, -8.332785, -11.21439, -16.475584, -13.266944, -14.169266, -7.1370835, -11.358219, -16.176554, -10.945885, -11.582345, -8.832098, -8.668542, -13.892431, -21.05245, -20.595367, -10.186619, -9.3671055, -15.801085, -16.056168, -12.740305, -15.467531, -11.080139, -11.282803, -11.308344, -13.583474, -15.595129, -10.685124, -10.3818445, -18.547932, -19.46254, -16.224937, -10.900389, -9.101138, -15.065055, -15.279771, -16.17664, -15.68707, -11.770667, -10.964691, -13.8034935, -18.879158, -15.184266, -13.820581, -16.302753, -15.614383, -16.928041, -16.564602, -5.91557, -6.327046, -15.966141, -16.594341, -17.2007, -18.660353, -16.760403, -18.751898, -14.536441, -19.22554, -21.974718, -24.566965, -32.319885
